keyword;expanded_keywords;expanded_count;latency_ms;total_tokens;prompt_tokens;completion_tokens;error
다이어리 펀치;"다이어리 악세사리; 펀치기계; 문구용품; 다이어리 꾸미기; 필기구; 종이공예; 스티커; 문서정리; DIY 프로젝트; 사무용품";10;1576.77;184;103;81;
방법;"업무방법; 계획; 방법론; 절차; 표준작업방법; 안내서; 응용방법; 사례연구; 최적화 방법; 문서화 방법";10;1485.74;169;98;71;
모서리 보호대;"테이블 모서리 보호대; 안전 모서리 패드; 아기 안전용품; 모서리 보호 쿠션; 가구 보호대; 충격 방지 패드; 어린이 보호대; 유아 안전 보호대; 모서리 완충기; 가정용 안전 용품";10;2619.33;198;102;96;
계절용품;"계절 장식; 계절 소품; 홈 데코; 파티 용품; 계절 변경; 겨울 용품; 여름 아이템; 가을 장식; 봄 소품; 테마 장식";10;1751.88;178;101;77;
문콕방지;"차문 방지; 문콕 방지 패드; 자동차 문 보호; 문 찌그러짐 방지; 차량 보호 용품; 문콕 방지기; 자동차 액세서리; 문 충격 완화; 차량 외부 보호; 문콕 방지 스티커";10;2089.56;198;102;96;
S자 고리;"S자 후크; S자 클립; 다용도 고리; 걸이 고리; 철제 후크; 주방 고리; 욕실 고리; 수납 고리; 고리형 물건; 멀티 후크";10;1786.68;182;101;81;
정리용 통;"수납박스; 정리함; 보관용기; 수납용품; 정리용 수납통; 가정용 정리; 작은 정리통; 다용도 통; 조직 박스; 플라스틱 보관함";10;2251.28;186;101;85;
화장품 보관 용기;"화장품 저장 용기; 뷰티 용기; 화장품 정리함; 화장품 케이스; 스킨케어 용기; 화장품 트레이; 메이크업 보관함; 화장품 수납함; 화장품 파우치; 화장품 오거나이저";10;2104.81;201;104;97;
안전 콘센트 덮개;"콘센트 보호 커버; 안전 콘센트; 어린이 안전; 전기 콘센트 덮개; 콘센트 보호; 유아 보호 커버; 콘센트 안전 장치; 가정용 안전 장치; 전기 안전 제품; 소형 가전 액세서리";10;2293.14;199;104;95;
네임 스티커;"이름 라벨; 이름 스티커; 퍼스널 이름 태그; 학교용 이름표; 스티커 라벨지; 프린터용 스티커; 스티커 만들기; 이름 스탬프; 아이템 라벨링; 학생 이름 스티커";10;2799.53;194;102;92;
바구니;"쇼핑 바구니; 저장 바구니; 플라스틱 바구니; 소품 바구니; 바구니 세트; 바구니 수납; 바구니 정리함; 나무 바구니; 바구니 디자인; 미니 바구니";10;3251.44;191;100;91;
자전거 체인 기름;"자전거 체인 유지 관리; 자전거 오일; 자전거 체인 세척제; 체인 윤활제; 자전거 수리 용품; 자전거 액세서리; 자전거 기름; 체인 클리너; 자전거 공구; 자전거 부품";10;2719.02;202;104;98;
찍찍이;"끈끈이; 접착 테이프; 반드시 붙는 테이프; DIY 테이프; 청소 도구; 먼지 제거기; 주방용 테이프; 멀티 기능 테이프; 스티키 롤; 청소용품";10;2226.09;189;100;89;
물감 팔레트;"미술용 물감; 화가 팔레트; 물감 세트; 아크릴 물감; 수채화용 팔레트; 물감 보관함; 회화 도구; 예술 재료; 물감 믹싱 팔레트; 디지털 아트 용품";10;2665.41;194;102;92;
자전거 바람 넣는 기계;"자전거 펌프; 고압 자전거 펌프; 자전거 공기 주입기; 자전거 바람 주입기; 휴대용 자전거 펌프; 자전거 수리 도구; 자전거 액세서리; 바람 넣는 기계; 스포츠 용품; 자전거 용품";10;3299.8;213;106;107;
어항돌;"어항장식; 수족관 소품; 어항 꾸미기; 수조 돌; 어항 액세서리; 어항재료; 자갈; 수조 장식; 수족관 용품; 어항 관리";10;2259.18;180;100;80;
장바구니;"쇼핑 바구니; 재사용 장바구니; 트롤리 수레; 장바구니 가방; 소형 장바구니; 플라스틱 바구니; 다용도 장바구니; 휴대용 장바구니; 장보기 용품; 수납 바구니";10;2213.8;198;101;97;
숨김 용품;"비밀 보관함; 숨겨진 수납; 기타 수납 용품; 프라이빗 저장소; 숨기기 좋은 용기; 은신용 박스; 스마트 수납 솔루션; 숨김 가능 용품; 개인 물품 보관; 보안 저장 용기";10;2514.7;196;101;95;
종량제 봉투;"쓰레기 봉투; 폐기물 봉투; 종량제 쓰레기봉투; 봉투; 일회용 봉투; 쓰레기 분리 수거봉투; 종량제 패키지; 환경 친화적 봉투; 가정용 쓰레기봉투; 소형 쓰레기봉투";10;2163.05;202;102;100;
햇빛가리개;"차양막; 햇빛 차단; 선바이저; 야외 그늘막; 햇빛 차단제; 그늘막; 파라솔; UV 차단; 텐트; 야외용품";10;1588.14;180;103;77;
자동차 바퀴 휠 닦는 거;"차량 바퀴 세정제; 자동차 휠 클리너; 바퀴 세척 브러쉬; 자동차 타이어 세정; 휠 닦는 스펀지; 차량 외부 클리닝; 바퀴 광택제; 자동차 청소 용품; 타이어 관리 제품; 휠 청소 도구";10;2520.86;217;108;109;
먼지 제거 스프레이;"청소 스프레이; 먼지 제거 헤라; 청소 용품; 차량 청소 스프레이; 가전제품 먼지 제거; 표면 청소 스프레이; 홈 클리너; 천연 청소 스프레이; 가정용 먼지 제거; 다용도 스프레이";10;2577.45;199;103;96;
기름 방지;"기름 제거; 기름 흡수; 주방 소품; 식탁 보호; 주방 매트; 조리 도구; 기름 방지 필름; DIY 주방 용품; 주방 청소; 보호 패드";10;1814.4;182;101;81;
물티슈 뚜껑;"물티슈 케이스; 물티슈 리필; 습식 와이프 뚜껑; 물티슈 홀더; 물티슈 포장; 아기용 물티슈; 물티슈 관리; 물티슈 소지품; 물티슈 디자인; 물티슈 액세서리";10;3451.63;202;105;97;
욕실 청소용 솔;"욕실 청소 브러시; 욕실 청소 도구; 변기 청소 솔; 세면대 청소 브러시; 타일 세척 브러시; 욕조 청소용 도구; 청소용 솔; 다용도 청소 브러시; 탈취제; 욕실 청소용품";10;2293.04;203;103;100;
냄새 제거제;"탈취제; 냄새 제거 스프레이; 공기 청정제; 악취 제거; 차량 탈취제; 소취제; 냄새 제거 패드; 냄새 방지; 욕실 탈취제; 주방 냄새 제거";10;2125.86;189;102;87;
양치컵;"칫솔컵; 양치 용품; 세면대컵; 욕실 용품; 플라스틱 컵; 개인컵; 양치 도구; 컵 세트; 여행용 컵; 어린이 양치컵";10;2401.69;182;100;82;
옷걸이;"옷걸이 세트; 바지걸이; 작은 옷걸이; 벽걸이 옷걸이; 다용도 옷걸이; 플라스틱 옷걸이; 부직포 옷걸이; 스커트 걸이; 옷걸이 클립; 여행용 옷걸이";10;2747.72;203;101;102;
문풍지;"문풍지 테이프; 문풍지 제품; 문풍지 설치; 방풍재; 문틈 막이; 문풍지 종류; 윈도우 씰; 고무 문풍지; 에어리드 씰";9;2089.73;178;100;78;
면 마스크;"여름 마스크; 이미지 마스크; 다이소 마스크; 마스크 필터; 면 원단 마스크; 재사용 가능한 마스크; 편안한 마스크; 패턴 마스크; 소형 마스크; 마스크 세탁";10;1959.21;183;100;83;
신발장 탈취제;"신발장 냄새 제거; 탈취 스프레이; 신발 디오더라이저; 신발장 세정제; 신발 보관 용품; 탈취 패드; 신발 걸이; 신발장 정리 용품; 구두 보호제; 신발 냄새 방지";10;2873.19;199;103;96;
고정하는 거;"고정 장치; 고정 용품; 클립; 압착기; 접착 테이프; 고정 띠; 타이; 턱받이; 고리; 부착물";10;1942.46;173;101;72;
김장용 비닐봉투;"김장용 포장재; 대용량 비닐봉투; 김치 보관 통; 김장용 용기; 밀폐형 비닐봉투; 김장김치 비닐; 식품 보관 비닐; 비닐봉투 대형; 김장 재료; 부피 큰 비닐봉투";10;2567.06;209;105;104;
메꿈이;"목공용 메꿈이; 수리용 메꿈이; 보수용 메꿈이; 벽면 메꿈이; 파손된 벽 메꿈이; 다이소 메꿈이; 작업용 메꿈이; DIY 메꿈이; 건축용 메꿈이; 페인트 보수용 메꿈이";10;2135.89;200;100;100;
신발 주머니;"신발 가방; 신발 보관 용기; 신발 정리함; 여행용 신발주머니; 신발 케이스; 신발 용품; 신발 수납; 신발 보호 주머니; 신발 착용 용기; 패션 신발 파우치";10;2146.99;193;101;92;
실내화 주머니;"실내화 가방; 슬리퍼 보관함; 신발 주머니; 실내화 케이스; 슬리퍼 파우치; 신발 정리 용품; 주머니; 실내화; 보관 주머니; 여행 슬리퍼 가방";10;1990.51;190;102;88;
냉장고 탈취제;"냉장고 청소; 탈취제; 냉장고 용품; 냄새 제거제; 식품 보관 용기; 주방 정리 용품; 흄기 탈취제; 세균 제거; 냉장고 비누; 등산용 탈취제";10;2321.74;196;104;92;
안전 잠금 장치;"안전 잠금 장치; 아기 안전 잠금; 문 잠금 장치; 가구 안전 잠금; 어린이 안전 장치; 잠금 기구; 보안 잠금; 문 틈 방지; 사물 안전 장치; 응급 잠금 장치";10;2218.44;192;102;90;
우산 물받이;"우산 받침; 우산 스탠드; 우산 정리; 물받이; 우산 보관함; 우산 수납; 우산 거치대; 우산 홀더; 반투명 우산 물받이";9;1843.1;181;102;79;
캐리어 이름;"캐리어 태그; 여행 가방 이름표; 수하물 라벨; 캐리어 식별; 여행 액세서리; 개인화 캐리어; 가방 이름 스티커; 수하물 식별기; 견고한 캐리어 라벨; 여행 필수 아이템";10;2614.23;199;101;98;
걸이;"걸이대; 마걸이; 옷걸이; 수납 걸이; 노트걸이; 행거; 벽걸이; 다용도 걸이; 신발걸이; 열쇠 걸이";10;1753.91;175;99;76;
목베개;"목 지지대; 목 베개 커버; 여행용 목베개; 메모리폼 목베개; 목 긴장을 완화하는 베개; 목 베개 세트; 자동차용 목베개; 마사지 목베개; 홈 목베개; 아기 목베개";10;2257.04;193;100;93;
액정 보호 필름;"스마트폰 액정보호필름; 태블릿 보호필름; 반사 방지 필름; 강화유리 필름; 스크래치 방지 필름; 울트라 클리어 필름; 케이스와 필름 세트; 디스플레이 필름; 액정 보호 케이스; 가벼운 보호 필름";10;2669.77;208;102;106;
물병 고정대;"물병 홀더; 물병 거치대; 물병 스탠드; 물병 보관함; 음료수 보관대; 주방 용품; 캠핑 용품; 차량 용품; 물병 액세서리; 다이소 물병";10;2488.28;191;102;89;
필수템;"필수 아이템; 생활용품; 일상 필수품; 에센셜; 소품; 가전제품; 주방용품; 청소용품; 소비재; 패션 액세서리";10;2042.12;176;100;76;
돗자리;"야외용 매트; 피크닉 매트; 돗자리 대; 접이식 돗자리; 캠핑 매트; 휴대용 돗자리; 바닥 매트; 여름 돗자리; 레저 매트; 소풍 돗자리";10;2244.35;188;100;88;
철 수세미;"스틸 스크럽; 주방 청소용 수세미; 금속 수세미; 세척 도구; 주방용 고강도 수세미; 주방 세정제; 스크럽 패드; 주방 세척기; 주방 소모품; 청소용품";10;2300.8;195;101;94;
우산 커버;"우산 가방; 우산 보호; 우산 포장; 비 오는 날용; 우산 액세서리; 우산 보관; 방수 커버; 우산 용품; 우산 관리 도구; 우산 케이스";10;1900.29;183;101;82;
기름종이;"기름종이; 쿠킹페이퍼; 베이킹 종이; 프라이팬용 종이; 기름 흡수 종이; 오븐용 종이; 요리용 종이; 비닐봉지 대체; 일회용 종이; 주방 용품";10;2224.61;194;101;93;
종이 쇼핑백;"종이 가방; 종이 봉투; 쇼핑 가방; 재사용 가능한 가방; 소품 가방; 장식 가방; 작은 가방; 환경 친화적인 가방; 선물 포장 가방; 종이 백";10;2057.2;185;102;83;
장갑;"장갑세트; 겨울장갑; 손목장갑; 패션장갑; 비닐장갑; 운전장갑; 방한장갑; 레인장갑; 니트장갑; 여성장갑";10;1901.51;179;99;80;
돌돌이;"롤러 청소기; 털 제거 롤; 먼지 제거기; 의류 돌돌이; 롤러 클리너; 청소 도구; 애완동물 털 제거; 패브릭 롤; 털 제거; 집안 청소";10;2403.53;184;100;84;
넘어짐 방지 스티커;"미끄럼 방지 스티커; 안전 스티커; 넘어짐 방지 매트; 접착식 방지 스티커; 미끄럼 방지 패드; 바닥 보호 스티커; 스티커형 안전 장치; 유아용 방지 스티커; 주방 안전 스티커; 리빙 안전 용품";10;2521.72;210;104;106;
습기 제거제;"탈습제; 습기 흡수제; 제습제; 습기 제거 팩; 제습기; 가정용 제습제; 습기 관리 제품; 에어컨 제습; 건조제; 습기 제거 용품";10;3072.24;184;102;82;
비닐 매트;"플라스틱 매트; 바닥 보호 매트; 다용도 매트; 청소 용이 매트; 주방 매트; 테이블 매트; 유아용 매트; 사무실 매트; 실내 매트";9;2869.1;182;102;80;
바람막이;"바람막이 자켓; 아우터; 바람막이 코트; 여름 바람막이; 경량 바람막이; 방풍 자켓; 패딩 바람막이; 바람막이 후드; 바람막이 의류; 운동 바람막이";10;1733.13;195;101;94;
세면도구통;"세면용품 보관함; 세면대 정리함; 욕실 용기; 화장실 정리 용품; 세면도구 수납함; 세면대 용품; 욕실 액세서리; 세면세트; 욕실 정돈; 샤워 용품 정리";10;2264.83;198;102;96;
건전지;"배터리; AA 배터리; AAA 배터리; 단전지; 충전식 배터리; 리튬 배터리; 일회용 배터리; 전원 공급; 장난감 배터리; 소형 배터리";10;2169.09;185;100;85;
머리 감을 때 쓰는 브러쉬;"헤어 브러쉬; 샤워 브러쉬; 욕실 액세서리; 머리 감기 도구; 샴푸 브러쉬; 헤어 케어 제품; 욕실 용품; 목욕 소품; 디자인 브러쉬; 헤어 스타일링 도구";10;2211.34;200;107;93;
나무 뒤집개;"주방 도구; 조리기구; 나무 주걱; 뒤집개 세트; 요리 도구; 주방 소품; 나무 스푼; 주방 용품; 쿠킹 도구; 조리용 나무";10;1736.03;186;102;84;
보관;"storage; organization; containers; bins; baskets; shelves; clear boxes; drawer organizers; closet storage; accessory storage";10;1519.28;156;99;57;
반지 사이즈 조절링;"ring size adjuster; ring resizing tool; ring comfort adjuster; ring fitting solution; size reducing ring; adjustable ring sizer; ring size converter; ring fitting aid; ring guard";9;1580.05;170;104;66;
가방커버;"백팩 커버; 가방 보호 커버; 여행용 가방 커버; 방수 가방커버; 가방 보관 커버; 스포츠 가방 커버; 캐리어 커버; 가방 먼지 보호; 가방 커버 세트; 여행 가방 액세서리";10;2178.51;198;101;97;
아이스박스;"cooler box; ice chest; thermal container; insulated box; portable cooler; freezer box; food storage container; beverage cooler; camping cooler; travel cooler";10;1648.56;166;101;65;
테이프;"adhesive tape; double-sided tape; masking tape; decorative tape; washi tape; packing tape; transparent tape; tape dispenser; stationery tape; repair tape";10;2025.36;167;100;67;
책갈피;"책갈피 디자인; 북마크; 책갈피 만들기; 기능성 책갈피; 종이 책갈피; 자주 쓰는 책갈피; DIY 책갈피; 책갈피 세트; 창의적인 책갈피; 책갈피 용품";10;2054.69;189;100;89;
침대 시트 고정 집게;"침대 시트 클립; 침대 시트 고정; 침대 시트 서포트; 침대 시트 브라켓; 침대 시트 타이; 침대 시트 홀더; 침대 고정 장치; 침대 시트 조절; 침대 시트 선반; 침대 시트 액세서리";10;2472.61;208;105;103;
클리어파일;"투명 파일; 문서 보관; 파일 폴더; 정리 파일; 서류 파일; 클리어 바인더; 프린터 용지 보관; 학생용 파일; 사무용 파일; 폴더 정리";10;1711.91;181;101;80;
플라스틱 바구니;"플라스틱 바구니 정리; 스토리지 바구니; 세탁 바구니; 대형 플라스틱 바구니; 미니 바구니; 다용도 바구니; 플라스틱 수납 용기; 쇼핑 바구니; 주방 바구니; 바구니 세트";10;2537.19;205;104;101;
실내화;"슬리퍼; 실내용 슬리퍼; 실내화 매트; 빨래 슬리퍼; 역할화; 편안한 실내화; 여성 실내화; 남성 실내화; 아동 실내화; 캐주얼 실내화";10;2053.55;188;100;88;
스트레스 해소 용품;"스트레스 완화; 힐링 제품; 편안함 용품; 마음의 안식; 정신적 안녕; 아로마용품; 명상 도구; 스트레스 감소; 휴식 용품; 심리적 안정";10;2074.75;185;103;82;
방석;"다용도 방석; 귀여운 방석; 방석 커버; 방석 세트; 디자인 방석; 방석 쿠션; 미니 방석; 이쁜 방석; 방석 바디 프렌드; 소프트 방석";10;2160.61;183;99;84;
휴대폰 거치대;"스마트폰 거치대; 휴대폰 스탠드; 태블릿 거치대; 차량용 휴대폰 거치대; 책상 거치대; 접이식 스마트폰 거치대; 다용도 거치대; 삼각형 거치대; 유리판 거치대; 타입C 충전 거치대";10;2198.13;209;103;106;
수건걸이;"타올걸이; 수건걸이대; 욕실 수건걸이; 주방 수건걸이; 이불걸이; 수건 후크; 다용도 수건 걸이; 보관 선반; 벽걸이 수건걸이; 접이식 수건걸이";10;2297.64;194;101;93;
미끄럼 방지 매트;"slip resistant mat; anti-slip mat; non-slip rug; bath mat; floor mat; grip mat; safety mat; rubber mat; outdoor mat; kitchen mat";10;1857.59;172;104;68;
빨래집게;"세탁 집게; 의류 클립; 빨래 클립; 세탁소품; 빨래 걸이; 원단 클립; 세탁 용품; 빨래 보관; 다용도 집게; 스마트 집게";10;1630.74;184;101;83;
그물망;"망사; 그물; 그물주머니; 수납망; 연결망; 그물백; 바구니망; 그물지퍼; 정리망; 투명그물";10;2115.3;171;100;71;
보풀 제거기;"lint remover; fuzz shaver; fabric shaver; pilling remover; clothing care; de-pilling device; garment lint brush; fleece comb; portable lint brush; clothes shaver";10;1869.58;173;101;72;
창문 닦는 밀대;"창문 청소용 밀대; 유리 닦는 도구; 청소 밀대; 창문 세척기; 유리 청소기; 밀대 청소 용품; 창문 청소; 홈 청소 용품; 청소 도구; 창문 관리";10;2721.62;193;104;89;
자석 후크;"마그네틱 후크; 자석 고리; 부착형 후크; 냉장고 후크; 자석 걸이; 후크 마그넷; 다용도 후크; 주방 정리용 후크; 자석 인테리어; DIY 자석 후크";10;2656.08;193;101;92;
색연필통;"색연필; 연필함; 문구용품; 아트스튜디오; 색칠공부; 그림 도구; 정리함; 컬러링 북; 미술 용품; 사무용품";10;1879.08;178;101;77;
도시락틀;"도시락 용기; 도시락 박스; 식사 준비 용기; 밀폐 용기; 분할 도시락; 도시락세트; 테이크아웃 도시락; 식품 보관 용기; 휴대용 도시락; 점심 도시락";10;2262.67;188;100;88;
와인 마개;"와인 코르크; 와인 저장 용기; 와인 마개 세트; 와인 온도계; 와인 오프너; 와인 보관; 플라스틱 와인 마개; 유리 와인 마개; 와인 리커버 장치";9;2402.75;188;101;87;
바닥 매트;"바닥 매트; 러그; 카페트; 바닥 보호 매트; 주방 매트; 욕실 매트; 디자인 매트; 미끄럼 방지 매트; 유아용 바닥 매트; 접이식 매트";10;2188.3;185;101;84;
에어프라이어 종이;"에어프라이어 용지; 쿠킹 페이퍼; 오븐 종이; 방수 종이; 베이킹 종이; 식품 안전 종이; 프라이팬 종이; 주방 용품; 조리 도구; 일회용 종이";10;1556.7;192;104;88;
아기들 칫솔;"아기용 칫솔; 유아 칫솔; 어린이 칫솔; 부드러운 칫솔; 치아 관리 용품; 구강 위생 용품; 아기 치아 발달; 저자극 칫솔; 색상별 아기 칫솔; 다이소 아기 칫솔";10;2334.64;204;103;101;
컵;"머그컵; 플라스틱컵; 종이컵; 차컵; 텀블러; 컵홀더; 예쁜컵; 여행컵; 유리컵; 커피컵";10;1867.8;170;99;71;
신발건조대;"신발 건조기; 신발 말리기; 신발 건조; 신발 건조대 추천; 신발 스탠드; 신발 보관; 신발 세탁; 신발 세척; 신발 관리 용품; 욕실 건조대";10;2523.04;189;102;87;
싱크대 배수구 거름망;"싱크대 거름망; 배수구 필터; 싱크대 배수구망; 대야 거름망; 주방 배수구 액세서리; 스테인레스 배수구 거름망; 싱크대 청소; 주방 용품; 배수구 청소 도구; 물빠짐망";10;2280.49;208;107;101;
선풍기;"팬; 휴대용 선풍기; 탁상선풍기; 전기선풍기; 소형 선풍기; 여름용 선풍기; 스탠드 선풍기; 추가팬; 미니 선풍기; 핸드팬";10;2677.17;186;100;86;
클레이;"점토; 모델링 클레이; 아트 클레이; DIY 클레이; 선물 클레이; 조형 클레이; 클레이 세트; 컬러 클레이; 공예 클레이; 아동 클레이";10;2154.83;176;99;77;
뽁뽁이;"버블랩; 포장재; 완충재; 부풀린 비닐; 포장 필름; 상품 보호; 포장 용품; 배송 안전; 풍선 비닐; 소품 포장";10;1725.85;179;104;75;
냄비선반;"주방 선반; 냄비 보관; 조리도구 정리; 주방 정리 수납; 냄비 수납장; 주방 용품; 가정용 선반; 다이소 냄비함; 소형 주방 가전; 주방 액세서리";10;2195.55;196;102;94;
발뒤꿈치 미는 거;"발꿈치 각질 제거기; 발뒤꿈치 스크래퍼; 각질 제거 도구; 발각질 제거; 추가 각질 관리; 발 관리 제품; 발뒤꿈치 풋스크럽; 발마사지 도구; 발바닥 참기기; 피부 각질 제거";10;1693.81;198;104;94;
오일;"식용유; 올리브유; 코코넛오일; 아로마오일; 헤어오일; 바디오일; 요리오일; 오일스프레이; 페이스오일; 천연오일";10;2401.81;181;99;82;
재단 매트;"재단 매트; 커팅 매트; 종이 재단 매트; 재단 도구; 작업 매트; 크래프트 매트; 재단판; 자르기 매트; DIY 매트; 스크랩북 매트";10;1684.36;183;101;82;
전자레인지용 덮개;"전자레인지 커버; 음식 덮개; 전자레인지 액세서리; 조리기구; 식품 보관 용기; 전자레인지용 플라스틱 덮개; 주방 용품; 전자레인지 먼지 보호; 식사 준비 도구; 여름철 필수 아이템";10;2059.67;204;105;99;
양면테이프;"양면 접착 테이프; 양면 테이프 용도; 스티커 테이프; 접착 테이프; 다용도 테이프; 고강도 양면 테이프; DIY 양면 테이프; 양면 테이프 롤; 양면 테이프 가격; 양면 테이프 구매";10;3021.92;205;102;103;
차량용 충전 잭;"차량용 USB 충전기; 자동차 충전 포트; 차량 내 충전기; 자동차 액세서리; 자동차 전원 어댑터; 차량용 멀티 충전기; 차량용 무선 충전기; 자동차 전자기기; USB 충전 포트; 차량용 12V 충전기";10;2500.36;212;103;109;
이어폰 정리;"이어폰 홀더; 이어폰 정리함; 이어폰 케이블 정리; 케이블 정리; 이어폰 관리; 이어폰 보관; 슬리브형 이어폰 정리; 이어폰 클립; 이어폰 가방; 케이블 타이";10;2132.84;187;101;86;
고무;"고무 제품; 고무 장갑; 고무 밴드; 고무 스탬프; 고무 패킹; 고무 수명; 고무 마개; 고무 바닥재; 고무장난감; 고무 인형";10;1867.8;182;99;83;
그릇받침;"접시받침; 그릇받침대; 세라믹받침; 주방용품; 식기받침; 테이블 매트; 온도 보호대; 그릇 보호; 디자인 받침; 다이소 식기";10;2242.97;186;102;84;
바구니 뚜껑;"바구니; 저장용기 뚜껑; 플라스틱 뚜껑; 바구니 커버; 수납 바구니; 세탁 바구니 뚜껑; 홈 오거나이저; 재사용 가능한 뚜껑; 주방 바구니 뚜껑; 소형 저장 바구니";10;2345.79;214;105;109;
수납함;"storage box; organizer; container; shelf bin; bin storage; drawer organizer; plastic storage; utility box; closet organizer; storage solutions";10;1531.62;160;100;60;
유리테이프;"접착 테이프; 투명 테이프; 유리 접착제; DIY 테이프; 인테리어 테이프; 장식 테이프; 일회용 테이프; 유리 수리 테이프; 이중 접착 테이프; 산업용 테이프";10;1908.52;198;102;96;
욕실 실리콘;"욕실 실리콘 씰; 욕실 방수 실리콘; 실리콘 밀봉제; 욕실 실리콘 테이프; 욕실 실리콘 재질; 실리콘 패인트; 욕실 수리 키트; 욕실 실리콘 대체품; 욕실 방수재; 욕실 실리콘 용기";10;2493.38;207;102;105;
긁힘 방지 패드;"스크래치 방지 패드; 바닥 보호 패드; 가구 보호 패드; 충격 흡수 패드; 소음 감소 패드; 유리 보호 패드; 가정용 패드; 다용도 패드; 바닥 매트; 가구 바닥 패드";10;1887.35;197;104;93;
여권케이스;"여권 지갑; 여권 보호 케이스; 여행용 여권 케이스; 여행 액세서리; 여권 홀더; 여권 정리함; 여권 커버; 여행 필수 아이템; 다이소 여권 케이스; 여행용 수납 케이스";10;2522.22;199;101;98;
운동화 세탁망;"운동화 세탁 주머니; 세탁망 운동화; 신발 세탁망; 세탁 기구; 운동화 세탁 기계; 신발 보호망; 세탁용 네트 주머니; 세탁기 액세서리; 운동화 세척; 세탁 소품";10;3726.74;196;102;94;
컵받침;"컵코스터; 컵 받침대; 음료용 컵받침; 디자인 컵받침; 방수 컵받침; 어린이 컵받침; 실리콘 컵받침; 나무 컵받침; 세트 컵받침; 패턴 컵받침";10;2537.84;198;101;97;
종이컵;"일회용컵; 종이 커피컵; 종이음료컵; 컵 홀더; 종이컵 세트; 환경친화적컵; 파티용컵; 컵 장식; 종이컵 디자인; 종이컵 구매";10;1966.29;181;100;81;
덧신;"신발; 양말; 덧신 소품; 실내용 덧신; 여름 덧신; 신발 액세서리; 밴드 덧신; 조리 덧신; 덧신 세트; 패션 덧신";10;2455.38;185;100;85;
욕실 실리콘 곰팡이 지우는 젤;"욕실 청소용품; 실리콘 곰팡이 제거제; 곰팡이 제거 젤; 욕실 곰팡이 제거; 욕실 실리콘 클리너; 세면대 청소 용품; 곰팡이 예방 스프레이; 욕실 관리 제품; 크리너; 세척제";10;2983.54;217;112;105;
연필;"펜슬; 연필 세트; 색연필; 샤프; 다운스틱 연필; 연필깎이; 스케치 연필; 미술용 연필; 연필갑; 연필 케이스";10;2593.91;179;99;80;
이어폰;"무선 이어폰; 유선 이어폰; 이어폰 케이스; 스포츠 이어폰; 이어폰 악세사리; 소음 차단 이어폰; 블루투스 이어폰; 이어폰 클립; 이어폰 줄 관리; 헤드폰";10;2195.01;184;99;85;
퐁퐁;"세탁세제; 세탁용품; 세탁기 액체 세제; 천연 세제; 다목적 세제; 옷 얼룩 제거제; 세탁소품; 세탁 보조제; 주방 세제; 청소용 세제";10;2044.38;191;103;88;
통;"세면통; 세탁통; 플라스틱 통; 저장 통; 밀폐용기; 주방 용기; 식품 저장 통; 운반 통; 스틸 통";9;1796.8;167;98;69;
생활용품;"주방용품; 청소용품; 욕실용품; 수납용품; 소품; 가정용품; 세면도구; 일회용품; 조리도구; 생활필수품";10;1774.65;177;100;77;
소리;"소리 장난감; 소리 효과; 소리 나오는 인형; 소리 재료; 소리 전자제품; 소리 장비; 소리 연습 도구; 소리 만들기 키트; 소리 책; 소리 관련 액세서리";10;2574.3;187;99;88;
대시보드커버;"대시보드 보호대; 자동차 대시보드 커버; 차량 대시보드 액세서리; 대시보드 장식; 차량 내부 장식; 대시보드 UV 차단; 대시보드 오염 방지; 차량 유지관리; 대시보드 수납";9;2070.11;199;103;96;
수도꼭지;"수도꼭지 교환; 수도꼭지 액세서리; 수도꼭지 세척제; 수도꼭지 부품; 모던 수도꼭지; 주방 수도꼭지; 욕실 수도꼭지; 수도꼭지 필터; 수도꼭지 세트; DIY 수도꼭지";10;2394.98;208;101;107;
박스테이프;"포장테이프; 크래프트 테이프; 접착 테이프; 스카치 테이프; 투명 테이프; 박스 포장; 사무용 테이프; 테이프 커터; 강력 테이프; 퀵 테이프";10;2153.95;193;102;91;
신발;"신발 액세서리; 운동화; 슬리퍼; 부츠; 신발 주걱; 양말; 신발 정리함; 여름 신발; 겨울 신발; 유아 신발";10;1730.46;176;99;77;
샤워기 헤드;"샤워기; 샤워기 액세서리; 욕실 용품; 수압 조절 헤드; 스파 샤워기; 휴대용 샤워기; 물 줄기 조절; 일제 샤워기; 탈부착 가능한 헤드; 세척 가능한 샤워기";10;3161.29;201;103;98;
슬리퍼 주머니;"slipper bag; shoe storage; footwear organizer; travel slipper case; slipper pouch; accessory bag; sandal holder; compact shoe bag; terry cloth slipper pouch; laundry slipper bag";10;1857.08;173;102;71;
안경 닦는 천;"안경 클리너; 안경 세척 타올; 안경 렌즈 세정; 마이크로파이버 천; 스마트폰 클리너; 안경 관리 용품; 세정제; 렌즈 닦는 천; 안경 아이템; 청소 용품";10;2055.27;194;103;91;
가리개;"가리개 원단; 가리개 커튼; 가리개 장식; 인테리어 가리개; 가리개 다리미; 가리개 패널; 가리개 아이디어; 가리개 액세서리; 접이식 가리개; 플라스틱 가리개";10;2453.25;197;100;97;
