keyword;expanded_keywords;expanded_count;latency_ms;total_tokens;prompt_tokens;completion_tokens;error
휴대폰 거치대;"휴대폰 거치대; 휴대폰; 거치대; 디지털; 핸드폰 용품; 스마트폰; 핸드폰";7;956.66;409;360;49;
뒤꿈치 보호 패드;"뒤꿈치 보호 패드; 뒤꿈치; 보호 패드; 패드; 의류; 신발; 보호";7;960.39;413;361;52;
페디큐어 세퍼레이터;"페디큐어 세퍼레이터; 페디큐어; 세퍼레이터; 미용용품; 발가락 교정; 발가락 분리";6;952.3;414;363;51;
스테인리스 빨대;"스테인리스 빨대; 빨대; 주방용품; 스테인리스; 재사용 가능";5;950.2;395;360;35;
옷걸이;"옷걸이; 옷장; 걸이; 정리용품; 수납용품; 옷; 정리";7;852.61;407;358;49;
돌돌이 리필;"돌돌이 리필; 돌돌이; 리필; 청소용품; 테이프";5;775.47;387;360;27;
커튼;"커튼; 창문; 가리개; 홈데코; 장식";5;856.83;387;357;30;
발뒤꿈치 미는 거;"발뒤꿈치 미는 거; 발; 미는 도구; 뷰티; 풋케어; 각질 제거";6;873.23;409;362;47;
자석 화이트보드;"자석 화이트보드; 화이트보드; 보드; 사무용품; 자석";5;855.59;397;361;36;
화분망;"화분망; 화분; 망; 정원용품; 식물; 다이소";6;950.78;400;358;42;
실내화;"실내화; 신발; 생활용품; 편안한; 가벼운";5;849.26;382;358;24;
연필;"연필; 문구; 필기구";3;672.49;370;357;13;
연필꽂이;"연필꽂이; 책상; 꽂이; 문구; 정리";5;852.54;381;359;22;
뽁뽁이;"뽁뽁이; 포장재; 포장용품; 생활용품; 단열재; 충격방지";6;873.29;391;359;32;
햇빛가리개;"햇빛가리개; 차량; 가리개; 자동차용품; 햇빛차단";5;957.13;395;360;35;
재단 매트;"재단 매트; 매트; 문구; 사무용품; 재단";5;765.14;383;359;24;
곰팡이 제거제;"곰팡이 제거제; 청소; 세제; 생활용품; 곰팡이 제거";5;1059.65;400;361;39;
액정 보호 필름;"액정 보호 필름; 액정필름; 보호필름; 필름; 디지털; 핸드폰 용품; 액정 보호";7;960.13;409;360;49;
전자레인지용 덮개;"전자레인지용 덮개; 전자레인지 덮개; 덮개; 주방용품; 전자레인지; 음식덮개";6;965.1;415;362;53;
다용도 제품;"다용도 제품; 다용도; 제품; 생활용품; 수납";5;760.1;382;359;23;
솔;"솔; 청소; 청소용품; 브러쉬";4;764.64;374;356;18;
정리함;"정리함; 수납; 정리; 수납용품; 정리용품";5;951.08;395;357;38;
빨래 건조대 발;"빨래 건조대 발; 빨래 건조대; 발; 세탁용품; 건조대; 빨래";6;948.25;403;361;42;
손목 보호대;"손목 보호대; 손목; 보호대; 의료용품; 보호";5;863.0;392;359;33;
이어폰 고무;"이어폰 고무; 이어폰; 고무; 음향기기; 이어폰 부품; 미끄럼방지";6;856.84;392;359;33;
종량제 봉투;"종량제 봉투; 쓰레기 봉투; 봉투; 생활용품; 쓰레기 처리";5;943.74;402;360;42;
양말;"양말; 발; 양말; 의류; 패션";5;768.36;376;357;19;
나무 뒤집개;"나무 뒤집개; 주방; 뒤집개; 조리도구; 주방용품; 나무";6;959.8;404;359;45;
무선 마우스;"무선 마우스; 마우스; 컴퓨터; 디지털; 무선";5;852.55;395;359;36;
캐리어 이름;"캐리어 이름; 캐리어; 이름표; 여행용품; 네임택";5;861.6;395;358;37;
